t,d01_err,d02_err,d12_err,o_error,o_error_deg
3.98,0.4180,0.7143,0.8000,1.1180,29.74
4.00,0.4180,0.7143,0.8000,1.1180,29.74
4.02,0.4180,0.7143,0.8000,1.1180,29.74
4.04,0.4180,0.7143,0.8000,1.1180,29.74
4.06,0.4180,0.7143,0.8000,1.1180,29.74
4.08,0.4180,0.7143,0.8000,1.1180,29.74
4.10,0.4180,0.7143,0.8000,1.1180,29.74
4.12,0.4180,0.7143,0.8000,1.1180,29.74
4.14,0.4180,0.7143,0.8000,1.1180,29.74
4.16,0.4180,0.7143,0.8000,1.1180,29.74
4.18,0.4180,0.7143,0.8000,1.1180,29.74
4.20,0.4180,0.7143,0.8000,1.1180,29.74
4.22,0.4180,0.7143,0.8000,1.1180,29.74
4.24,0.4180,0.7143,0.8000,1.1180,29.74
4.26,0.4180,0.7143,0.8000,1.1180,29.74
4.28,0.4180,0.7143,0.8000,1.1180,29.74
4.30,0.4180,0.7143,0.8000,1.1180,29.74
4.32,0.4180,0.7143,0.8000,1.1180,29.74
4.34,0.4180,0.7143,0.8000,1.1180,29.74
4.36,0.4180,0.7143,0.8000,1.1180,29.74
4.38,0.4180,0.7143,0.8000,1.1180,29.74
4.40,0.4180,0.7143,0.8000,1.1180,29.74
4.42,0.4180,0.7143,0.8000,1.1180,29.74
4.44,0.4180,0.7143,0.8000,1.1180,29.74
4.46,0.4180,0.7143,0.8000,1.1180,29.74
4.48,0.4180,0.7143,0.8000,1.1180,29.74
4.50,0.4180,0.7143,0.8000,1.1180,29.74
4.52,0.4180,0.7143,0.8000,1.1180,29.74
4.54,0.4180,0.7143,0.8000,1.1180,29.74
4.56,0.4180,0.7143,0.8000,1.1180,29.74
4.58,0.4180,0.7143,0.8000,1.1180,29.74
4.60,0.4180,0.7143,0.8000,1.1180,29.74
4.62,0.4180,0.7143,0.8000,1.1180,29.74
4.64,0.4180,0.7143,0.8000,1.1180,29.74
4.66,0.4180,0.7143,0.8000,1.1180,29.74
4.68,0.4180,0.7143,0.8000,1.1180,29.74
4.70,0.4180,0.7143,0.8000,1.1180,29.74
4.72,0.4180,0.7143,0.8000,1.1180,29.74
4.74,0.4180,0.7143,0.8000,1.1180,29.74
4.76,0.4180,0.7143,0.8000,1.1180,29.74
4.78,0.4180,0.7143,0.8000,1.1180,29.74
4.80,0.4180,0.7143,0.8000,1.1180,29.74
4.82,0.4180,0.7143,0.8000,1.1180,29.74
4.84,0.4180,0.7143,0.8000,1.1180,29.74
4.86,0.4180,0.7143,0.8000,1.1180,29.74
4.88,0.4180,0.7143,0.8000,1.1180,29.74
4.90,0.4180,0.7143,0.8000,1.1180,29.74
4.92,0.4180,0.7143,0.8000,1.1180,29.74
4.94,0.4180,0.7143,0.8000,1.1180,29.74
4.96,0.4180,0.7143,0.8000,1.1180,29.74
4.98,0.4180,0.7143,0.8000,1.1180,29.74
5.00,0.4180,0.7143,0.8000,1.1180,29.74
5.02,0.4180,0.7143,0.8000,0.5831,26.57
5.04,0.4180,0.7143,0.8000,0.5831,26.57
5.06,0.4180,0.7143,0.8000,0.5831,26.57
5.08,0.4180,0.7143,0.8000,0.5831,26.57
5.10,0.4180,0.7143,0.8000,0.5831,26.57
5.12,0.4180,0.7143,0.8000,0.5831,26.57
5.14,0.4180,0.7142,0.8001,0.5831,26.57
5.16,0.4180,0.7142,0.8001,0.5831,26.57
5.18,0.4180,0.7143,0.8001,0.5831,26.56
5.20,0.4171,0.7139,0.8001,0.5825,26.59
5.22,0.4171,0.7140,0.8001,0.5825,26.58
5.24,0.4171,0.7121,0.7996,0.5825,26.58
5.26,0.4152,0.7121,0.7998,0.5815,26.64
5.28,0.4152,0.7122,0.7998,0.5815,26.64
5.30,0.4116,0.7088,0.7983,0.5789,26.68
5.32,0.4116,0.7088,0.7983,0.5789,26.68
5.34,0.4116,0.7034,0.7967,0.5789,26.68
5.36,0.4063,0.7034,0.7953,0.5751,26.74
5.38,0.4065,0.7035,0.7953,0.5753,26.74
5.40,0.3993,0.6964,0.7917,0.5703,26.85
5.42,0.4005,0.6975,0.7917,0.5709,26.81
5.44,0.4005,0.6884,0.7886,0.5709,26.81
5.46,0.3913,0.6884,0.7866,0.5647,26.93
5.48,0.3936,0.6901,0.7866,0.5660,26.88
5.50,0.3827,0.6794,0.7803,0.5585,27.02
5.52,0.3858,0.6821,0.7803,0.5600,26.93
5.54,0.3858,0.6695,0.7757,0.5600,26.93
5.56,0.3730,0.6695,0.7724,0.5512,27.08
5.58,0.3772,0.6729,0.7724,0.5533,26.96
5.60,0.3626,0.6588,0.7630,0.5432,27.12
5.62,0.3677,0.6630,0.7630,0.5457,26.97
5.64,0.3677,0.6477,0.7569,0.5457,26.97
5.66,0.3516,0.6477,0.7519,0.5343,27.12
5.68,0.3575,0.6525,0.7519,0.5371,26.94
5.70,0.3403,0.6356,0.7396,0.5251,27.11
5.72,0.3467,0.6406,0.7396,0.5282,26.92
5.74,0.3467,0.6226,0.7314,0.5282,26.92
5.76,0.3284,0.6226,0.7254,0.5154,27.07
5.78,0.3353,0.6282,0.7254,0.5185,26.86
5.80,0.3159,0.6089,0.7091,0.5045,26.98
5.82,0.3231,0.6148,0.7091,0.5076,26.75
5.84,0.3231,0.5947,0.6992,0.5076,26.75
5.86,0.3026,0.5947,0.6909,0.4926,26.83
5.88,0.3102,0.6008,0.6909,0.4959,26.60
5.90,0.2889,0.5794,0.6709,0.4802,26.65
5.92,0.2966,0.5856,0.6709,0.4834,26.42
5.94,0.2966,0.5635,0.6590,0.4834,26.42
5.96,0.2746,0.5635,0.6497,0.4673,26.46
5.98,0.2827,0.5700,0.6497,0.4706,26.22
6.00,0.2606,0.5469,0.6268,0.4543,26.23
6.02,0.2688,0.5535,0.6268,0.4575,25.98
6.04,0.2688,0.5299,0.6128,0.4575,25.98
6.06,0.2458,0.5299,0.6020,0.4403,25.94
6.08,0.2543,0.5365,0.6020,0.4436,25.69
6.10,0.2311,0.5126,0.5759,0.4259,25.60
6.12,0.2398,0.5192,0.5759,0.4292,25.35
6.14,0.2398,0.4948,0.5603,0.4292,25.35
6.16,0.2162,0.4948,0.5479,0.4110,25.21
6.18,0.2249,0.5015,0.5479,0.4141,24.95
6.20,0.2010,0.4768,0.5184,0.3956,24.77
6.22,0.2099,0.4836,0.5184,0.3987,24.52
6.24,0.2099,0.4585,0.5008,0.3987,24.52
6.26,0.1860,0.4585,0.4873,0.3797,24.27
6.28,0.1950,0.4653,0.4873,0.3828,24.02
6.30,0.1709,0.4401,0.4547,0.3633,23.69
6.32,0.1797,0.4471,0.4547,0.3659,23.44
6.34,0.1797,0.4218,0.4359,0.3659,23.44
6.36,0.1559,0.4218,0.4215,0.3467,23.08
6.38,0.1648,0.4287,0.4215,0.3493,22.83
6.40,0.1409,0.4031,0.3878,0.3310,22.51
6.42,0.1503,0.4103,0.3878,0.3336,22.26
6.44,0.1503,0.3847,0.3669,0.3336,22.26
6.46,0.1503,0.3847,0.3669,0.3336,22.26
6.48,0.1359,0.3918,0.3542,0.3187,21.73
6.50,0.1125,0.3664,0.3202,0.3019,21.41
6.52,0.1218,0.3739,0.3202,0.3039,21.15
6.54,0.1218,0.3487,0.2980,0.3039,21.15
6.56,0.0988,0.3487,0.2864,0.2882,20.86
6.58,0.1083,0.3563,0.2864,0.2899,20.60
6.60,0.0856,0.3319,0.2533,0.2757,20.36
6.62,0.0952,0.3397,0.2533,0.2772,20.10
6.64,0.0952,0.3158,0.2302,0.2772,20.10
6.66,0.0728,0.3158,0.2202,0.2637,19.85
6.68,0.0823,0.3237,0.2202,0.2648,19.58
6.70,0.0608,0.2999,0.1876,0.2532,19.39
6.72,0.0702,0.3079,0.1876,0.2538,19.12
6.74,0.0702,0.2850,0.1634,0.2538,19.12
6.76,0.0493,0.2850,0.1550,0.2428,18.90
6.78,0.0589,0.2931,0.1550,0.2433,18.64
6.80,0.0386,0.2707,0.1232,0.2339,18.46
6.82,0.0482,0.2788,0.1232,0.2342,18.22
6.84,0.0482,0.2570,0.0982,0.2342,18.22
6.86,0.0285,0.2570,0.0920,0.2261,18.07
6.88,0.0382,0.2653,0.0920,0.2260,17.82
6.90,0.0190,0.2433,0.0620,0.2190,17.69
6.92,0.0285,0.2517,0.0620,0.2183,17.44
6.94,0.0285,0.2297,0.0382,0.2183,17.44
6.96,0.0103,0.2297,0.0333,0.2126,17.32
6.98,0.0200,0.2381,0.0333,0.2119,17.09
7.00,0.0023,0.2152,0.0066,0.2069,16.97
7.02,0.0120,0.2238,0.0066,0.2076,16.88
7.04,0.0120,0.2002,0.0149,0.2097,17.06
7.06,0.0048,0.2002,0.0190,0.2075,17.11
7.08,0.0049,0.2091,0.0190,0.2079,17.02
7.10,0.0113,0.1848,0.0427,0.2067,17.10
7.12,0.0018,0.1936,0.0427,0.2068,17.01
7.14,0.0018,0.1694,0.0618,0.2088,17.18
7.16,0.0171,0.1694,0.0662,0.2070,17.16
7.18,0.0075,0.1782,0.0662,0.2070,17.09
7.20,0.0224,0.1535,0.0900,0.2048,17.00
7.22,0.0128,0.1623,0.0900,0.2047,16.94
7.24,0.0128,0.1379,0.1077,0.2067,17.11
7.26,0.0264,0.1379,0.1150,0.2025,16.81
7.28,0.0168,0.1468,0.1150,0.2022,16.75
7.30,0.0294,0.1221,0.1411,0.1964,16.29
7.32,0.0198,0.1309,0.1411,0.1961,16.25
7.34,0.0198,0.1067,0.1573,0.1981,16.42
7.36,0.0315,0.1067,0.1674,0.1913,15.85
7.38,0.0219,0.1156,0.1674,0.1908,15.81
7.40,0.0329,0.0918,0.1922,0.1843,15.25
7.42,0.0234,0.1006,0.1922,0.1837,15.21
7.44,0.0234,0.0770,0.2054,0.1857,15.38
7.46,0.0336,0.0770,0.2154,0.1792,14.81
7.48,0.0240,0.0860,0.2154,0.1785,14.78
7.50,0.0338,0.0632,0.2354,0.1722,14.21
7.52,0.0242,0.0724,0.2354,0.1714,14.17
7.54,0.0242,0.0510,0.2429,0.1733,14.33
7.56,0.0335,0.0510,0.2525,0.1675,13.80
7.58,0.0238,0.0602,0.2525,0.1666,13.77
7.60,0.0328,0.0404,0.2679,0.1610,13.25
7.62,0.0228,0.0499,0.2679,0.1601,13.21
7.64,0.0228,0.0323,0.2738,0.1620,13.38
7.66,0.0314,0.0323,0.2832,0.1563,12.85
7.68,0.0216,0.0417,0.2832,0.1552,12.81
7.70,0.0299,0.0261,0.2990,0.1500,12.32
7.72,0.0201,0.0357,0.2990,0.1488,12.27
7.74,0.0201,0.0217,0.3063,0.1507,12.43
7.76,0.0282,0.0217,0.3149,0.1456,11.96
7.78,0.0183,0.0314,0.3149,0.1444,11.91
7.80,0.0265,0.0193,0.3293,0.1400,11.49
7.82,0.0167,0.0288,0.3293,0.1392,11.47
7.84,0.0167,0.0184,0.3347,0.1411,11.63
7.86,0.0246,0.0184,0.3425,0.1366,11.21
7.88,0.0145,0.0281,0.3425,0.1361,11.21
7.90,0.0224,0.0281,0.3498,0.1318,10.83
7.92,0.0124,0.0289,0.3544,0.1314,10.82
7.94,0.0124,0.0213,0.3583,0.1332,10.97
7.96,0.0202,0.0213,0.3652,0.1292,10.62
7.98,0.0102,0.0311,0.3652,0.1287,10.60
8.00,0.0181,0.0246,0.3750,0.1250,10.27
8.02,0.0082,0.0343,0.3750,0.1247,10.26
8.04,0.0082,0.0289,0.3778,0.1264,10.40
8.06,0.0161,0.0289,0.3839,0.1229,10.10
8.08,0.0061,0.0387,0.3839,0.1226,10.08
8.10,0.0141,0.0343,0.3921,0.1193,9.81
8.12,0.0043,0.0441,0.3921,0.1190,9.78
8.14,0.0043,0.0406,0.3941,0.1207,9.92
8.16,0.0125,0.0406,0.3993,0.1175,9.66
8.18,0.0028,0.0501,0.3993,0.1177,9.66
8.20,0.0110,0.0501,0.4042,0.1144,9.41
8.22,0.0010,0.0573,0.4059,0.1143,9.37
8.24,0.0010,0.0550,0.4073,0.1159,9.51
8.26,0.0094,0.0550,0.4119,0.1126,9.26
8.28,0.0003,0.0647,0.4119,0.1129,9.25
8.30,0.0081,0.0627,0.4171,0.1097,9.01
8.32,0.0017,0.0725,0.4171,0.1102,9.01
8.34,0.0017,0.0712,0.4179,0.1118,9.14
8.36,0.0069,0.0712,0.4211,0.1090,8.96
8.38,0.0029,0.0809,0.4211,0.1095,8.95
8.40,0.0062,0.0798,0.4250,0.1066,8.76
8.42,0.0036,0.0895,0.4250,0.1070,8.74
8.44,0.0036,0.0890,0.4253,0.1086,8.87
8.46,0.0054,0.0890,0.4276,0.1057,8.69
8.48,0.0042,0.0986,0.4276,0.1062,8.67
8.50,0.0051,0.0977,0.4294,0.1038,8.52
8.52,0.0045,0.1074,0.4294,0.1042,8.50
8.54,0.0045,0.1071,0.4292,0.1057,8.62
8.56,0.0050,0.1071,0.4302,0.1031,8.47
8.58,0.0048,0.1169,0.4302,0.1035,8.44
8.60,0.0052,0.1160,0.4314,0.1010,8.30
8.62,0.0046,0.1259,0.4314,0.1014,8.27
8.64,0.0046,0.1246,0.4319,0.1027,8.38
8.66,0.0054,0.1246,0.4314,0.1006,8.26
8.68,0.0043,0.1344,0.4314,0.1007,8.22
8.70,0.0059,0.1328,0.4316,0.0984,8.08
8.72,0.0039,0.1426,0.4316,0.0984,8.03
8.74,0.0039,0.1403,0.4329,0.0997,8.14
8.76,0.0061,0.1403,0.4317,0.0974,7.99
8.78,0.0037,0.1502,0.4317,0.0974,7.95
8.80,0.0065,0.1468,0.4316,0.0953,7.83
8.82,0.0035,0.1568,0.4316,0.0955,7.80
8.84,0.0035,0.1523,0.4343,0.0967,7.89
8.86,0.0067,0.1523,0.4321,0.0947,7.77
8.88,0.0033,0.1624,0.4321,0.0946,7.73
8.90,0.0067,0.1564,0.4335,0.0924,7.59
8.92,0.0035,0.1668,0.4335,0.0922,7.53
8.94,0.0035,0.1596,0.4382,0.0934,7.62
8.96,0.0066,0.1596,0.4355,0.0913,7.50
8.98,0.0036,0.1698,0.4355,0.0914,7.46
9.00,0.0067,0.1614,0.4375,0.0898,7.37
9.02,0.0036,0.1717,0.4375,0.0898,7.33
9.04,0.0036,0.1619,0.4438,0.0908,7.41
9.06,0.0068,0.1619,0.4405,0.0889,7.30
9.08,0.0034,0.1722,0.4405,0.0887,7.24
9.10,0.0072,0.1613,0.4438,0.0869,7.13
9.12,0.0028,0.1714,0.4438,0.0867,7.08
9.14,0.0028,0.1588,0.4522,0.0876,7.16
9.16,0.0078,0.1588,0.4485,0.0858,7.04
9.18,0.0022,0.1689,0.4485,0.0855,6.99
9.20,0.0084,0.1549,0.4537,0.0841,6.90
9.22,0.0016,0.1650,0.4537,0.0836,6.84
9.24,0.0016,0.1498,0.4635,0.0845,6.91
9.26,0.0090,0.1498,0.4598,0.0827,6.77
9.28,0.0013,0.1603,0.4598,0.0820,6.71
9.30,0.0092,0.1441,0.4664,0.0801,6.56
9.32,0.0009,0.1543,0.4664,0.0794,6.50
9.34,0.0009,0.1371,0.4772,0.0802,6.56
9.36,0.0096,0.1371,0.4736,0.0785,6.43
9.38,0.0004,0.1472,0.4736,0.0779,6.38
9.40,0.0101,0.1290,0.4806,0.0765,6.26
9.42,0.0000,0.1391,0.4806,0.0760,6.22
9.44,0.0000,0.1208,0.4904,0.0766,6.28
9.46,0.0103,0.1208,0.4872,0.0752,6.15
9.48,0.0002,0.1310,0.4872,0.0742,6.08
9.50,0.0105,0.1122,0.4925,0.0734,5.99
9.52,0.0004,0.1223,0.4925,0.0724,5.93
9.54,0.0004,0.1033,0.5003,0.0730,5.98
9.56,0.0109,0.1033,0.4969,0.0726,5.92
9.58,0.0008,0.1134,0.4969,0.0716,5.87
9.60,0.0112,0.0947,0.5003,0.0712,5.80
9.62,0.0011,0.1048,0.5003,0.0700,5.74
9.64,0.0011,0.0867,0.5048,0.0705,5.78
9.66,0.0115,0.0867,0.5020,0.0703,5.73
9.68,0.0015,0.0968,0.5020,0.0689,5.65
9.70,0.0120,0.0790,0.5019,0.0690,5.62
9.72,0.0019,0.0892,0.5019,0.0675,5.53
9.74,0.0019,0.0725,0.5026,0.0679,5.57
9.76,0.0123,0.0725,0.5004,0.0682,5.54
9.78,0.0023,0.0825,0.5004,0.0667,5.46
9.80,0.0023,0.0825,0.5004,0.0670,5.49
9.82,0.0025,0.0770,0.4971,0.0656,5.37
9.84,0.0025,0.0770,0.4971,0.0659,5.40
9.86,0.0128,0.0620,0.4929,0.0663,5.38
9.88,0.0025,0.0724,0.4929,0.0644,5.28
9.90,0.0128,0.0587,0.4866,0.0654,5.30
9.92,0.0023,0.0691,0.4866,0.0635,5.20
9.94,0.0023,0.0565,0.4814,0.0637,5.22
